Workflow ID,Repository,Revision,Run Name,Workspace ID,Commit ID,Profile,Submit Time
4nWkuPJqPnfLI,https://github.com/nf-core/demultiplex,dev,ecstatic_newton,59994744926013,f15792c88ea70e565511b773e905336bdfe11c3d,test_full,2025-04-24T15:56:14Z
Tmo3vsyAARMw0,https://github.com/nf-core/molkart,1.1.0,nf-core-molkart-d33d298b06ad8b4463a635bf02bb9f4f351e724b,59994744926013,d33d298b06ad8b4463a635bf02bb9f4f351e724b,test_full,2025-04-23T13:09:55Z
4ikt3GOFHiMDYc,https://github.com/nf-core/metapep,1.0.0,nf-core-metapep-84feafc9476978c2a1b84849871a553cffd9762a,59994744926013,84feafc9476978c2a1b84849871a553cffd9762a,test_full,2025-04-23T10:30:07Z
4q5msPLG6VCsH5,https://github.com/nf-core/genomeassembler,dev,peaceful_bhabha,59994744926013,379d6ceccd7819929bbe9076124be17d9454045f,"test_full,aws_tower",2025-01-22T10:20:32Z
3LxlfvqWLLeAOe,https://github.com/nf-core/fastquorum,1.2.0,nf-core-fastquorum-e6414c99ef5eef47a4ac3f124962e3dc5c21ab4b,59994744926013,e6414c99ef5eef47a4ac3f124962e3dc5c21ab4b,test_full,2025-04-23T10:07:04Z
2iU6tevYcOjYMA,https://github.com/nf-core/chipseq,2.0.0,nf-core-chipseq-51eba00b32885c4d0bec60db3cb0a45eb61e34c5,59994744926013,51eba00b32885c4d0bec60db3cb0a45eb61e34c5,test_full,2025-04-17T15:00:27Z
43f7daOAYdO3du,https://github.com/nf-core/bamtofastq,2.1.0,nf-core-bamtofastq-c70f49b20c83c72a0e6198e4b13edb5e2fb14725,59994744926013,c70f49b20c83c72a0e6198e4b13edb5e2fb14725,test_full,2025-04-17T10:57:39Z
48Tp9Zw7iXL7Us,https://github.com/nf-core/mag,3.3.1,disturbed_majorana_6,59994744926013,b2377f1629a0345276b16281642ed432d95b2c71,test_full,2025-04-15T18:00:11Z
1poSrSTYpxjygn,https://github.com/nf-core/ampliseq,dev,friendly_gautier,59994744926013,1e2a651c7fcaf997c861967d57896d16d51d13ec,test_full,2025-04-03T12:10:54Z
3o3z6qCs78Etek,https://github.com/nf-core/atacseq,2.1.2,reverent_mccarthy,59994744926013,1a1dbe52ffbd82256c941a032b0e22abbd925b8a,test_full,2025-03-25T11:19:30Z
2OGUOKFbL9U4x2,https://github.com/nf-core/sarek,dev,small_mandelbrot,59994744926013,5c6be78611ff40a0390952ea4bab27cd3c9d52fa,test_full,2024-12-11T08:44:06Z
yqHApqwQ6EHUY,https://github.com/nf-core/airrflow,4.2.0,hungry_hopper,59994744926013,d91dd840f47e46c2fcffab88cc84e6d047b8d449,test_full,2025-03-19T16:58:17Z
3uNOHp7ezCYTeZ,https://github.com/nf-core/taxprofiler,1.2.1,modest_jepsen,59994744926013,0af416a24b4bcf41b9e2b5288c31c05280ca7994,test_full,2025-03-11T09:52:57Z
3TrwqbQroP70Gv,https://github.com/nf-core/phyloplace,2.0.0,stoic_minsky,59994744926013,827b85d4c6718f23937d317b6f84fe828d73aecb,test_full,2025-02-21T13:00:38Z
4pN1X5F3w9wtaa,https://github.com/nf-core/pangenome,None,magical_williams,59994744926013,f2b63fe835463e71f2fc2ccb7261f1a0c1d430a4,test_full,2025-02-09T09:07:38Z
10ThOseyVAOAt9,https://github.com/nf-core/proteinfamilies,None,reverent_meninsky,59994744926013,64e43caa8f8e579fb4d303d9122f545bda4ed0d9,test_full,2025-02-05T11:45:51Z
sRXBIRgqGTbWu,https://github.com/nf-core/fastqrepair,None,boring_poincare,59994744926013,8be393a22f0a6461724d7f399bf7f150396aeb65,test_full,2025-02-04T09:23:27Z
2Y9bXUYlRnhYd7,https://github.com/nf-core/denovotranscript,dev,zen_linnaeus,59994744926013,0ac6a3fc495a6347dfa241eb553a60ba6feeeea2,test_full,2025-01-20T09:37:37Z
2qh33OqxTjnwSt,https://github.com/nf-core/raredisease,None,zen_picasso,59994744926013,47a41a53ecf3c10408efb6a26a3cb2608d71289d,test_full,2025-01-17T17:00:25Z
Pv9bDqdR2PorD,https://github.com/nf-core/rangeland,dev,fervent_panini,59994744926013,e90a0d120ca7a623584febcc02aa1b7c7450f3c2,test_full,2024-12-18T10:24:00Z
3KobFObrMnLExw,https://github.com/nf-core/rnaseq,3.18.0,aws_rnaseq_full_star_salmon,59994744926013,b96a75361a4f1d49aa969a2b1c68e3e607de06e8,test_full_aws,2024-12-20T16:54:11Z
26RwNWWzpsPLMZ,https://github.com/nf-core/methylseq,dev,scruffy_ritchie,59994744926013,0f930aca146b333c17252db058b45779c4a8a68e,test_full,2024-10-21T18:39:31Z
1UpNdQTtWDbhhx,https://github.com/nf-core/phaseimpute,None,reverent_mandelbrot,59994744926013,61c18f650797a312ae1bbc8ff7965733d25de962,test_full,2024-12-06T08:49:44Z
2R4jg95MD8xcdm,https://github.com/nf-core/pacvar,None,exotic_lichterman,59994744926013,6fad9f5361fdc028d097ab44495bdd8aee344ffd,test_full,2024-12-05T23:13:11Z
hVK77yInnJ5E4,https://github.com/nf-core/demo,master,sharp_ardinghelli,59994744926013,04060b4644d68649180db796e89a3db2a466a8d8,test_full,2024-11-21T17:51:29Z
5p1vwjds2EvQ84,https://github.com/nf-core/detaxizer,1.1.0,kickass_goodall,59994744926013,69f308c6dd5681af2216e5315c9ffa8d03dea808,test_full,2024-11-11T15:05:31Z
1ZnvBeOUWdxIEd,https://github.com/nf-core/smrnaseq,master,golden_thompson,59994744926013,72c4c4cf83e1f534319493f9de8344854f59736f,test_full,2024-10-14T10:15:15Z
1gL0utk1hjJDCT,https://github.com/nf-core/scnanoseq,1.0.0,spontaneous_heisenberg,59994744926013,35da74af5daae60ade2920c84a48f833a4c3c2a1,test_full,2024-10-07T14:53:33Z
4nWkuPJqPnfLI,https://github.com/nf-core/demultiplex,dev,ecstatic_newton,59994744926013,f15792c88ea70e565511b773e905336bdfe11c3d,test_full,2025-04-24T15:56:14Z
Tmo3vsyAARMw0,https://github.com/nf-core/molkart,1.1.0,nf-core-molkart-d33d298b06ad8b4463a635bf02bb9f4f351e724b,59994744926013,d33d298b06ad8b4463a635bf02bb9f4f351e724b,test_full,2025-04-23T13:09:55Z
4ikt3GOFHiMDYc,https://github.com/nf-core/metapep,1.0.0,nf-core-metapep-84feafc9476978c2a1b84849871a553cffd9762a,59994744926013,84feafc9476978c2a1b84849871a553cffd9762a,test_full,2025-04-23T10:30:07Z
4q5msPLG6VCsH5,https://github.com/nf-core/genomeassembler,dev,peaceful_bhabha,59994744926013,379d6ceccd7819929bbe9076124be17d9454045f,"test_full,aws_tower",2025-01-22T10:20:32Z
3LxlfvqWLLeAOe,https://github.com/nf-core/fastquorum,1.2.0,nf-core-fastquorum-e6414c99ef5eef47a4ac3f124962e3dc5c21ab4b,59994744926013,e6414c99ef5eef47a4ac3f124962e3dc5c21ab4b,test_full,2025-04-23T10:07:04Z
2iU6tevYcOjYMA,https://github.com/nf-core/chipseq,2.0.0,nf-core-chipseq-51eba00b32885c4d0bec60db3cb0a45eb61e34c5,59994744926013,51eba00b32885c4d0bec60db3cb0a45eb61e34c5,test_full,2025-04-17T15:00:27Z
43f7daOAYdO3du,https://github.com/nf-core/bamtofastq,2.1.0,nf-core-bamtofastq-c70f49b20c83c72a0e6198e4b13edb5e2fb14725,59994744926013,c70f49b20c83c72a0e6198e4b13edb5e2fb14725,test_full,2025-04-17T10:57:39Z
48Tp9Zw7iXL7Us,https://github.com/nf-core/mag,3.3.1,disturbed_majorana_6,59994744926013,b2377f1629a0345276b16281642ed432d95b2c71,test_full,2025-04-15T18:00:11Z
1poSrSTYpxjygn,https://github.com/nf-core/ampliseq,dev,friendly_gautier,59994744926013,1e2a651c7fcaf997c861967d57896d16d51d13ec,test_full,2025-04-03T12:10:54Z
3o3z6qCs78Etek,https://github.com/nf-core/atacseq,2.1.2,reverent_mccarthy,59994744926013,1a1dbe52ffbd82256c941a032b0e22abbd925b8a,test_full,2025-03-25T11:19:30Z
2OGUOKFbL9U4x2,https://github.com/nf-core/sarek,dev,small_mandelbrot,59994744926013,5c6be78611ff40a0390952ea4bab27cd3c9d52fa,test_full,2024-12-11T08:44:06Z
yqHApqwQ6EHUY,https://github.com/nf-core/airrflow,4.2.0,hungry_hopper,59994744926013,d91dd840f47e46c2fcffab88cc84e6d047b8d449,test_full,2025-03-19T16:58:17Z
3uNOHp7ezCYTeZ,https://github.com/nf-core/taxprofiler,1.2.1,modest_jepsen,59994744926013,0af416a24b4bcf41b9e2b5288c31c05280ca7994,test_full,2025-03-11T09:52:57Z
3TrwqbQroP70Gv,https://github.com/nf-core/phyloplace,2.0.0,stoic_minsky,59994744926013,827b85d4c6718f23937d317b6f84fe828d73aecb,test_full,2025-02-21T13:00:38Z
4pN1X5F3w9wtaa,https://github.com/nf-core/pangenome,None,magical_williams,59994744926013,f2b63fe835463e71f2fc2ccb7261f1a0c1d430a4,test_full,2025-02-09T09:07:38Z
10ThOseyVAOAt9,https://github.com/nf-core/proteinfamilies,None,reverent_meninsky,59994744926013,64e43caa8f8e579fb4d303d9122f545bda4ed0d9,test_full,2025-02-05T11:45:51Z
sRXBIRgqGTbWu,https://github.com/nf-core/fastqrepair,None,boring_poincare,59994744926013,8be393a22f0a6461724d7f399bf7f150396aeb65,test_full,2025-02-04T09:23:27Z
2Y9bXUYlRnhYd7,https://github.com/nf-core/denovotranscript,dev,zen_linnaeus,59994744926013,0ac6a3fc495a6347dfa241eb553a60ba6feeeea2,test_full,2025-01-20T09:37:37Z
2qh33OqxTjnwSt,https://github.com/nf-core/raredisease,None,zen_picasso,59994744926013,47a41a53ecf3c10408efb6a26a3cb2608d71289d,test_full,2025-01-17T17:00:25Z
Pv9bDqdR2PorD,https://github.com/nf-core/rangeland,dev,fervent_panini,59994744926013,e90a0d120ca7a623584febcc02aa1b7c7450f3c2,test_full,2024-12-18T10:24:00Z
3KobFObrMnLExw,https://github.com/nf-core/rnaseq,3.18.0,aws_rnaseq_full_star_salmon,59994744926013,b96a75361a4f1d49aa969a2b1c68e3e607de06e8,test_full_aws,2024-12-20T16:54:11Z
26RwNWWzpsPLMZ,https://github.com/nf-core/methylseq,dev,scruffy_ritchie,59994744926013,0f930aca146b333c17252db058b45779c4a8a68e,test_full,2024-10-21T18:39:31Z
1UpNdQTtWDbhhx,https://github.com/nf-core/phaseimpute,None,reverent_mandelbrot,59994744926013,61c18f650797a312ae1bbc8ff7965733d25de962,test_full,2024-12-06T08:49:44Z
2R4jg95MD8xcdm,https://github.com/nf-core/pacvar,None,exotic_lichterman,59994744926013,6fad9f5361fdc028d097ab44495bdd8aee344ffd,test_full,2024-12-05T23:13:11Z
hVK77yInnJ5E4,https://github.com/nf-core/demo,master,sharp_ardinghelli,59994744926013,04060b4644d68649180db796e89a3db2a466a8d8,test_full,2024-11-21T17:51:29Z
5p1vwjds2EvQ84,https://github.com/nf-core/detaxizer,1.1.0,kickass_goodall,59994744926013,69f308c6dd5681af2216e5315c9ffa8d03dea808,test_full,2024-11-11T15:05:31Z
1ZnvBeOUWdxIEd,https://github.com/nf-core/smrnaseq,master,golden_thompson,59994744926013,72c4c4cf83e1f534319493f9de8344854f59736f,test_full,2024-10-14T10:15:15Z
1gL0utk1hjJDCT,https://github.com/nf-core/scnanoseq,1.0.0,spontaneous_heisenberg,59994744926013,35da74af5daae60ade2920c84a48f833a4c3c2a1,test_full,2024-10-07T14:53:33Z
2U1lT1H9yE4Nqc,https://github.com/nf-core/multiplesequencealign,1.0.0,nostalgic_gates,59994744926013,9e83630c5a40fe48694db80bd855d1dac429ee87,test_full,2024-10-04T08:43:22Z
25q84xaIxy3H0d,https://github.com/nf-core/isoseq,2.0.0,jolly_tuckerman,59994744926013,c7536ab0e18a27460476d4e8557845950292f070,test_full,2024-09-05T16:17:45Z
26LRKOTYq4uA0N,https://github.com/nf-core/funcscan,2.0.0,astonishing_brattain,59994744926013,66e7a337def880472b06eaf0a2b2dc09e32ce399,test_full,2024-09-05T10:50:26Z
2BT43AiDjRASjV,https://github.com/nf-core/nanostring,1.3.0,lethal_thompson,59994744926013,e765843c16d2bfe90c72e31a7a3719466d1bdfb0,test_full,2024-08-27T08:54:46Z
4BnjhW2KkeGeng,https://github.com/nf-core/pixelator,1.3.1,sad_mandelbrot,59994744926013,511dd17fc4bf61e773584b879afde194f14fbdf2,test_full,2024-07-31T14:41:05Z
3Oy2VkhfzfQ1EA,https://github.com/nf-core/proteinfold,1.1.1,distraught_magritte,59994744926013,9bea0dc4ebb26358142afbcab3d7efd962d3a820,test_full_alphafold2_standard,2024-07-30T15:15:55Z
4pRrasMdxCSrmG,https://github.com/nf-core/reportho,1.0.1,maniac_descartes,59994744926013,42b305199b903365b71e7a8554cfcc6a822da8a8,test_full,2024-07-18T12:49:01Z
5xuAJdMhCz1dzr,https://github.com/nf-core/bacass,2.3.1,condescending_payne_2,59994744926013,c81202b7702c67d0e829085685083847b9e59435,test_full,2024-06-24T12:09:43Z
5MQUWqMLFLwTnJ,https://github.com/nf-core/mhcquant,2.6.0,grave_marconi,59994744926013,1b3069246d10ec305ec2f478f490ec05aa734ce5,test_full,2024-06-17T16:31:33Z
5rLgRC6Ywc72xn,https://github.com/nf-core/epitopeprediction,2.3.1,hopeful_picasso,59994744926013,cfbfeb56b2224ae603539e88088ff4170a01dba6,test_full,2024-05-17T12:07:50Z
5yLmwyFcxbj1FO,https://github.com/nf-core/differentialabundance,1.5.0,drunk_davinci,59994744926013,3dd360fed0dca1780db1bdf5dce85e5258fa2253,test_full,2024-05-08T10:53:58Z
5FNNb3XFP941uM,https://github.com/nf-core/scrnaseq,2.6.0,naughty_goldstine,59994744926013,c5a64459fec1506304f7064639f3f8e12d971269,test_full,2024-05-07T14:18:12Z
5atyRLZxKD82B1,https://github.com/nf-core/readsimulator,1.0.1,desperate_hoover,59994744926013,0e8805ddbcd0e0fdcdc62105d59c3f29dd985a64,test_full,2024-04-26T23:37:38Z
1TU4k7fyrbBCtp,https://github.com/nf-core/riboseq,1.0.1,golden_watson,59994744926013,3d3e57978c5e0a418e56728496b6cc12700e6443,test_full,2024-04-17T12:18:27Z
1n5wpYDHvX9twE,https://github.com/nf-core/metaboigniter,2.0.1,naughty_williams,59994744926013,55d82547604fcae3b6557fe7a3c442b623184f34,test_full,2024-04-15T14:40:32Z
ZpDsUgETMp4Y4,https://github.com/nf-core/rnafusion,3.0.2,reverent_jennings,59994744926013,42eb8d6322abdad8cd65037a4a2ce447450e9af9,"test_full,aws_tower",2024-04-10T08:30:05Z
qqy6fUHsls7Hy,https://github.com/nf-core/metatdenovo,1.0.1,big_babbage,59994744926013,10eab6d7ac6a05cc9a4b9bebfa99fae7c3f64a4b,test_full,2024-04-03T11:13:34Z
5QaLeDgsuWr4e9,https://github.com/nf-core/fetchngs,dev,nf-core-fetchngs-azure-ftp-20240226-123850,59994744926013,b234c7123c9816e248a639a2922556c86f82fd99,test_full,2024-02-26T17:39:01Z
4zNDjKfiObtmpS,https://github.com/nf-core/cutandrun,3.2.2,golden_faggin,59994744926013,6e1125d4fee4ea7c8b70ed836bb0e92a89e3305f,test_full,2024-02-01T16:39:01Z
UfIMHFgA0IwGu,https://github.com/drpatelh/nf-core-fetchngs,aspera,sharp_wilson,59994744926013,eb8ce7edeee7c393e931a557b54606b4ad6de238,test_full,2024-01-29T20:21:05Z
